ACCT,DATE,DESCRIPTION,TYPE,AMOUNT,BALANCE
D01145, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D01145, 8/5/2013, 005747, CREDIT, -249.00, 0.00

D01146, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D01146, 1/17/2012, 1472, CREDIT, -249.00, 0.00
D01146, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D01146, 2/14/2012, 1489, CREDIT, -249.00, 0.00
D01146, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D01146, 3/14/2012, 1506, CREDIT, -249.00, 0.00
D01146, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D01146, 4/16/2012, 1554, CREDIT, -249.00, 0.00
D01146, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D01146, 5/14/2012, 1568, CREDIT, -249.00, 0.00
D01146, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D01146, 6/13/2012, POOL KEY, OTHER CHARGE, 5.00, 254.00
D01146, 6/15/2012, 1293, CREDIT, -249.00, 5.00
D01146, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D01146, 7/12/2012, 1704, CREDIT, -249.00, 5.00
D01146, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D01146, 8/10/2012, 1730, CREDIT, -254.00, 0.00
D01146, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D01146, 9/13/2012, 1611, CREDIT, -249.00, 0.00
D01146, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D01146, 10/12/2012, 1636, CREDIT, -249.00, 0.00
D01146, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D01146, 11/14/2012, 1677, CREDIT, -249.00, 0.00
D01146, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D01146, 12/17/2012, 1788, CREDIT, -249.00, 0.00
D01146, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D01146, 1/14/2013, 234699182, CREDIT, -249.00, 0.00
D01146, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D01146, 2/12/2013, 239922710, CREDIT, -249.00, 0.00
D01146, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D01146, 3/12/2013, 244865779, CREDIT, -249.00, 0.00
D01146, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D01146, 4/11/2013, 249855173, CREDIT, -249.00, 0.00
D01146, 4/15/2013, CREDIT LATE CHARGE, CREDIT, -25.00, -25.00
D01146, 4/15/2013, F/C, FINANCE CHARGE, 25.00, 0.00
D01146, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D01146, 5/14/2013, 254962054, CREDIT, -249.00, 0.00
D01146, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D01146, 6/11/2013, 260342058, CREDIT, -249.00, 0.00
D01146, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D01146, 7/15/2013, 265339542, CREDIT, -249.00, 0.00
D01146, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D01146, 8/13/2013, 270635963, CREDIT, -249.00, 0.00

D02141, 12/29/2011, 1667, CREDIT, -249.00, -249.00
D02141, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02141, 2/1/2012, 1672, CREDIT, -249.00, -249.00
D02141, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02141, 3/1/2012, 1678, CREDIT, -249.00, -249.00
D02141, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02141, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02141, 4/4/2012, 1687, CREDIT, -249.00, 0.00
D02141, 4/30/2012, 1689, CREDIT, -249.00, -249.00
D02141, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02141, 5/31/2012, 1698, CREDIT, -249.00, -249.00
D02141, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02141, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02141, 7/3/2012, 1701, CREDIT, -249.00, 0.00
D02141, 7/25/2012, POOL KEY, OTHER CHARGE, 5.00, 5.00
D02141, 8/1/2012, 1710, CREDIT, -249.00, -244.00
D02141, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 5.00
D02141, 8/29/2012, 1714, CREDIT, -249.00, -244.00
D02141, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 5.00
D02141, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D02141, 10/2/2012, 1572, CREDIT, -254.00, 0.00
D02141, 10/31/2012, 1577, CREDIT, -249.00, -249.00
D02141, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02141, 11/30/2012, 1782, CREDIT, -249.00, -249.00
D02141, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02141, 12/31/2012, 1792, CREDIT, -249.00, -249.00
D02141, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02141, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02141, 2/4/2013, 1796, CREDIT, -249.00, 0.00
D02141, 2/28/2013, 1802, CREDIT, -249.00, -249.00
D02141, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02141, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02141, 4/3/2013, 1809, CREDIT, -249.00, 0.00
D02141, 4/30/2013, 1812, CREDIT, -249.00, -249.00
D02141, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02141, 5/31/2013, 1819, CREDIT, -249.00, -249.00
D02141, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02141, 7/1/2013, 1828, CREDIT, -249.00, -249.00
D02141, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02141, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02141, 8/2/2013, 1834, CREDIT, -249.00, 0.00

D02142, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02142, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 498.00
D02142, 2/15/2012, F/C, FINANCE CHARGE, 25.00, 523.00
D02142, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 772.00
D02142, 3/15/2012, F/C, FINANCE CHARGE, 25.00, 797.00
D02142, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1046.00
D02142, 4/5/2012, LEGAL: THIRTY DAY NOTICE, OTHER CHARGE, 231.90, 1277.90
D02142, 4/16/2012, F/C, FINANCE CHARGE, 25.00, 1302.90
D02142, 4/18/2012, 138, CREDIT, -1071.00, 231.90
D02142, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 480.90
D02142, 5/4/2012, 584022, CREDIT, -231.90, 249.00
D02142, 5/14/2012, 0284, CREDIT, -249.00, 0.00
D02142, 5/30/2012, 0287, CREDIT, -249.00, -249.00
D02142, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02142, 6/25/2012, FINE: BLINDS, OTHER CHARGE, 25.00, 25.00
D02142, 6/28/2012, 0293, CREDIT, -249.00, -224.00
D02142, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 25.00
D02142, 8/1/2012, 0301, CREDIT, -249.00, -224.00
D02142, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 25.00
D02142, 8/2/2012, 0303, CREDIT, -25.00, 0.00
D02142, 8/22/2012, 0310, CREDIT, -249.00, -249.00
D02142, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02142, 9/6/2012, 0317, CREDIT, -249.00, -249.00
D02142, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02142, 10/23/2012, 0329, CREDIT, -249.00, -249.00
D02142, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02142, 11/2/2012, 0334, CREDIT, -249.00, -249.00
D02142, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02142, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02142, 1/2/2013, 0380, CREDIT, -249.00, 0.00
D02142, 1/17/2013, FINE: CHARCOAL GRILL, OTHER CHARGE, 25.00, 25.00
D02142, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D02142, 2/4/2013, 0386, CREDIT, -25.00, 249.00
D02142, 2/5/2013, 0387, CREDIT, -249.00, 0.00
D02142, 2/28/2013, 0391, CREDIT, -249.00, -249.00
D02142, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02142, 3/29/2013, 0342, CREDIT, -249.00, -249.00
D02142, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02142, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02142, 5/2/2013, 0351, CREDIT, -249.00, 0.00
D02142, 5/31/2013, 0358, CREDIT, -249.00, -249.00
D02142, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02142, 6/28/2013, 0370, CREDIT, -249.00, -249.00
D02142, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02142, 7/30/2013, 0407, CREDIT, -249.00, -249.00
D02142, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00

D02143, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02143, 1/3/2012, 2125, CREDIT, -249.00, 0.00
D02143, 1/31/2012, 21333, CREDIT, -249.00, -249.00
D02143, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02143, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02143, 3/15/2012, F/C, FINANCE CHARGE, 25.00, 274.00
D02143, 3/28/2012, 2149, CREDIT, -249.00, 25.00
D02143, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D02143, 4/13/2012, 2153, CREDIT, -249.00, 25.00
D02143, 4/26/2012, 2157, CREDIT, -249.00, -224.00
D02143, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 25.00
D02143, 5/2/2012, 2160, CREDIT, -25.00, 0.00
D02143, 5/29/2012, 2166, CREDIT, -249.00, -249.00
D02143, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02143, 6/5/2012, WAIVE LATE CHARGE, CREDIT, -25.00, -25.00
D02143, 6/28/2012, 2178, CREDIT, -249.00, -274.00
D02143, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -25.00
D02143, 7/30/2012, 2188, CREDIT, -224.00, -249.00
D02143, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02143, 8/27/2012, 2195, CREDIT, -249.00, -249.00
D02143, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02143, 9/27/2012, 2206, CREDIT, -249.00, -249.00
D02143, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02143, 10/29/2012, 2213, CREDIT, -249.00, -249.00
D02143, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02143, 11/29/2012, 2224, CREDIT, -249.00, -249.00
D02143, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02143, 12/31/2012, 2231, CREDIT, -249.00, -249.00
D02143, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02143, 2/1/2013, 2239, CREDIT, -249.00, -249.00
D02143, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02143, 2/20/2013, 2250, CREDIT, -249.00, -249.00
D02143, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02143, 3/27/2013, 2256, CREDIT, -249.00, -249.00
D02143, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02143, 4/26/2013, 2265, CREDIT, -249.00, -249.00
D02143, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02143, 5/28/2013, 2274, CREDIT, -249.00, -249.00
D02143, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02143, 6/28/2013, 2280, CREDIT, -249.00, -249.00
D02143, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02143, 7/26/2013, 2289, CREDIT, -249.00, -249.00
D02143, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00

D02144, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02144, 1/17/2012, F/C, FINANCE CHARGE, 25.00, 274.00
D02144, 1/31/2012, 0521, CREDIT, -274.00, 0.00
D02144, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02144, 2/7/2012, 0168, CREDIT, -249.00, 0.00
D02144, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02144, 3/7/2012, 0522, CREDIT, -249.00, 0.00
D02144, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02144, 4/9/2012, 0524, CREDIT, -249.00, 0.00
D02144, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02144, 5/10/2012, ENTRY DOOR KEY, OTHER CHARGE, 10.00, 259.00
D02144, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 508.00
D02144, 6/5/2012, 5530, CREDIT, -259.00, 249.00
D02144, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 498.00
D02144, 7/2/2012, 5541, CREDIT, -249.00, 249.00
D02144, 7/5/2012, 5367, CREDIT, -249.00, 0.00
D02144, 7/31/2012, 1002, CREDIT, -249.00, -249.00
D02144, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02144, 8/14/2012, POOL KEY, OTHER CHARGE, 5.00, 5.00
D02144, 8/16/2012, TENNIS COURT KEY, OTHER CHARGE, 5.00, 10.00
D02144, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 259.00
D02144, 9/5/2012, 1003, CREDIT, -259.00, 0.00
D02144, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02144, 10/10/2012, 1006, CREDIT, -249.00, 0.00
D02144, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02144, 11/5/2012, 1007, CREDIT, -249.00, 0.00
D02144, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02144, 12/10/2012, 1009, CREDIT, -249.00, 0.00
D02144, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02144, 1/4/2013, 1011, CREDIT, -249.00, 0.00
D02144, 2/1/2013, 1013, CREDIT, -249.00, -249.00
D02144, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02144, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02144, 3/6/2013, 1016, CREDIT, -249.00, 0.00
D02144, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02144, 4/4/2013, 1018, CREDIT, -249.00, 0.00
D02144, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02144, 5/7/2013, 1021, CREDIT, -249.00, 0.00
D02144, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02144, 6/11/2013, 1023, CREDIT, -249.00, 0.00
D02144, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02144, 7/3/2013, 1025, CREDIT, -249.00, 0.00
D02144, 8/1/2013, 1028, CREDIT, -249.00, -249.00
D02144, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00

D02145, 9/15/2011, F/C, FINANCE CHARGE, 25.00, 25.00
D02145, 10/17/2011, F/C, FINANCE CHARGE, 25.00, 50.00
D02145, 12/1/2011, MONTHLY ASSESSMENT, ASSESMENT, 268.00, 318.00
D02145, 12/15/2011, F/C, FINANCE CHARGE, 25.00, 343.00
D02145, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 592.00
D02145, 1/6/2012, 0123707, CREDIT, -248.00, 344.00
D02145, 1/17/2012, F/C, FINANCE CHARGE, 25.00, 369.00
D02145, 1/25/2012, 124336, CREDIT, -248.00, 121.00
D02145, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 370.00
D02145, 2/15/2012, WEB7715780, CREDIT, -300.00, 70.00
D02145, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 319.00
D02145, 3/15/2012, F/C, FINANCE CHARGE, 25.00, 344.00
D02145, 3/21/2012, 0126325, CREDIT, -250.00, 94.00
D02145, 3/29/2012, 0126602, CREDIT, -344.00, -250.00
D02145, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -1.00
D02145, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 248.00
D02145, 5/3/2012, 0127918, CREDIT, -248.00, 0.00
D02145, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02145, 6/15/2012, F/C, FINANCE CHARGE, 25.00, 274.00
D02145, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 523.00
D02145, 7/2/2012, 0129820, CREDIT, -274.00, 249.00
D02145, 7/16/2012, 0130268, CREDIT, -249.00, 0.00
D02145, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02145, 8/7/2012, 0131180, CREDIT, -249.45, -0.45
D02145, 8/31/2012, 0131898, CREDIT, -249.00, -249.45
D02145, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -0.45
D02145, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 248.55
D02145, 10/15/2012, 0133419, CREDIT, -249.00, -0.45
D02145, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 248.55
D02145, 11/13/2012, 0134334, CREDIT, -250.00, -1.45
D02145, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 247.55
D02145, 12/13/2012, 0135358, CREDIT, -249.00, -1.45
D02145, 12/17/2012, FINE: WINDOW TREATMENTS, OTHER CHARGE, 25.00, 23.55
D02145, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 272.55
D02145, 1/4/2013, BDW: SHERIFF'S SALE, CREDIT, -347.55, -75.00
D02145, 1/15/2013, F/C, FINANCE CHARGE, 25.00, -50.00
D02145, 1/24/2013, FINE: WINDOW TREATMENTS, OTHER CHARGE, 50.00, 0.00
D02145, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02145, 2/15/2013, F/C, FINANCE CHARGE, 25.00, 274.00
D02145, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 523.00
D02145, 3/15/2013, F/C, FINANCE CHARGE, 25.00, 548.00
D02145, 4/1/2013, ENTRY DOOR KEYS, OTHER CHARGE, 10.00, 558.00
D02145, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 807.00
D02145, 4/15/2013, F/C, FINANCE CHARGE, 25.00, 832.00
D02145, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1081.00
D02145, 5/10/2013, 267264, CREDIT, -1046.00, 35.00
D02145, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 284.00
D02145, 6/3/2013, 268518, CREDIT, -249.00, 35.00
D02145, 7/1/2013, 270833, CREDIT, -249.00, -214.00
D02145, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 35.00
D02145, 7/15/2013, 9715003322, CREDIT, -35.00, 0.00
D02145, 7/29/2013, 267686612, CREDIT, -249.00, -249.00
D02145, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02145, 8/8/2013, TENNIS COURT & POOL KEY, OTHER CHARGE, 10.00, 10.00

D02146, , PRIOR, OTHER CHARGE, 268.00, 268.00
D02146, 11/10/2011, 2205, CREDIT, -100.00, 168.00
D02146, 11/30/2011, 168757543, CREDIT, -268.00, -100.00
D02146, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 149.00
D02146, 1/4/2012, 173787799, CREDIT, -249.00, -100.00
D02146, 1/26/2012, 177893568, CREDIT, -249.00, -349.00
D02146, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -100.00
D02146, 3/1/2012, 183354209, CREDIT, -149.00, -249.00
D02146, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02146, 3/29/2012, 187913602, CREDIT, -249.00, -249.00
D02146, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02146, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02146, 5/7/2012, 194235063, CREDIT, -249.00, 0.00
D02146, 5/29/2012, 197757235, CREDIT, -249.00, -249.00
D02146, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02146, 6/28/2012, 202741381, CREDIT, -249.00, -249.00
D02146, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02146, 7/12/2012, POOL KEY, OTHER CHARGE, 5.00, 5.00
D02146, 7/30/2012, 207687339, CREDIT, -249.00, -244.00
D02146, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 5.00
D02146, 8/2/2012, 208372660, CREDIT, -5.00, 0.00
D02146, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02146, 9/7/2012, 213513393, CREDIT, -249.00, 0.00
D02146, 9/28/2012, 217258469, CREDIT, -249.00, -249.00
D02146, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02146, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02146, 11/5/2012, 223298019, CREDIT, -249.00, 0.00
D02146, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02146, 12/17/2012, F/C, FINANCE CHARGE, 25.00, 274.00
D02146, 12/26/2012, 231392441, CREDIT, -249.00, 25.00
D02146, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D02146, 1/3/2013, 233348182, CREDIT, -274.00, 0.00
D02146, 1/31/2013, 237834061, CREDIT, -249.00, -249.00
D02146, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02146, 3/1/2013, 242836351, CREDIT, -249.00, -249.00
D02146, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02146, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02146, 4/5/2013, 249045141, CREDIT, -249.00, 0.00
D02146, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02146, 5/3/2013, 253618565, CREDIT, -249.00, 0.00
D02146, 5/28/2013, 257508993, CREDIT, -249.00, -249.00
D02146, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02146, 6/28/2013, 262944152, CREDIT, -249.00, -249.00
D02146, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D02146, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D02146, 8/13/2013, 270135323, CREDIT, -249.00, 0.00

D03141, 11/15/2011, F/C, FINANCE CHARGE, 25.00, 25.00
D03141, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D03141, 1/5/2012, EFT, CREDIT, -249.00, 25.00
D03141, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D03141, 2/8/2012, EFT, CREDIT, -249.00, 25.00
D03141, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D03141, 3/5/2012, EFT, CREDIT, -249.00, 25.00
D03141, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D03141, 4/5/2012, EFT, CREDIT, -249.00, 25.00
D03141, 4/10/2012, WAIVE LATE CHARGE, CREDIT, -25.00, 0.00
D03141, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D03141, 5/7/2012, EFT, CREDIT, -249.00, 0.00
D03141, 5/29/2012, POOL KEYS, OTHER CHARGE, 10.00, 10.00
D03141, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 259.00
D03141, 6/5/2012, EFT, CREDIT, -249.00, 10.00
D03141, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 259.00
D03141, 7/2/2012, 0587, CREDIT, -10.00, 249.00
D03141, 7/5/2012, EFT, CREDIT, -249.00, 0.00
D03141, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D03141, 8/6/2012, EFT, CREDIT, -249.00, 0.00
D03141, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D03141, 9/5/2012, EFT, CREDIT, -249.00, 0.00
D03141, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D03141, 10/5/2012, EFT, CREDIT, -249.00, 0.00
D03141, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D03141, 11/5/2012, EFT, CREDIT, -249.00, 0.00
D03141, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D03141, 12/6/2012, EFT, CREDIT, -249.00, 0.00
D03141, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D03141, 1/7/2013, EFT, CREDIT, -249.00, 0.00
D03141, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D03141, 2/5/2013, EFT, CREDIT, -249.00, 0.00
D03141, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D03141, 3/5/2013, EFT, CREDIT, -249.00, 0.00
D03141, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D03141, 4/5/2013, EFT, CREDIT, -249.00, 0.00
D03141, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D03141, 5/6/2013, EFT, CREDIT, -249.00, 0.00
D03141, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D03141, 6/5/2013, EFT, CREDIT, -249.00, 0.00
